assunto,titulo
-1,"Chegar ao hospital foi um 'parto', diz brasileira que deu à luz durante quarentena rígida em Xangai"
-1,Esqueceram a roubalheira petista
-1,STJ define regras para preenchimento de vagas em novo tribunal em MG
-1,"Pugs não são 'cães típicos' e saúde deles precisa de mais cuidados, diz estudo"
-1,Ministério da Agricultura lança campanha para promover orgânicos
-1,Eletrobras sobe após TCU aprovar privatização; é bom para o investidor?
-1,Netflix perde 7% de valor com baixo número de inscrições
-1,Aposentadorias: INSS com as atuais regras para quem tem entre 40 e 60 anos de idade
-1,McDonald's chega a um acordo para vender estabelecimentos na Rússia
-1,+Milionária: Entenda como serão as apostas
-1,Governo deve publicar decreto que regulamenta mercado de carbono
-1,Manifestantes protestam contra vereador Camilo Cristófaro por fala racista
-1,Recurso de aposentadoria do INSS pode demorar mais de 24 meses
-1,Bolsa-auxílio de estágio pode chegar a R$ 900 na região de Presidente Prudente; VEJA AS VAGAS
-1,Guedes já defendeu isenção para empresas como a de Musk a fim de criar 'Selva do Silício' na Amazônia
-1,Disputa pela coordenação trava bancada do DF no Congresso
-1,Presidente da Petrobras deve se encontrar com Bolsonaro no Rio
-1,Presidente sanciona MP que torna Auxílio Brasil de R$ 400 permanente
-1,ANP: etanol deixa de ser competitivo ante a gasolina em todos os Estados e no DF
-1,Licença-maternidade: Entenda quando pode ser solicitado
-1,Semae abre processo seletivo para 15 vagas de estágio em Piracicaba
-1,Saque Extraordinário com novas datas de liberação de FGTS
-1,Salário mínimo previsto pelo governo para 2023 chega a R$ 1.310
-1,Moraes decide manter tornozeleira eletrônica e restrições ao deputado Daniel Silveira
-1,Elon Musk: saiba quem é o empresário e de onde vem sua fortuna
-1,Projeto com foco na prevenção da violência doméstica contra mulher está com inscrições abertas
-1,"Teia de aranha, folhas e flores congeladas; veja fotos da geada no Sul de Minas"
-1,Uma década de marketing em uma jornada estratégica e multifacetada
-1,Ronaldo Fenômeno investe R$ 40 milhões em produtora de mídia e conteúdo
-1,Alunas denunciam professor de escola estadual em Uberlândia por importunação sexual
-1,"Estação do Parque Nacional do Itatiaia registra -8,3°C e deixa 'tudo congelado'"
-1,"Avião faz voo para alertar sobre importância das abelhas na agricultura na região de Ribeirão Preto, SP; VÍDEO"
-1,Decreto regulamenta mercado de carbono no país
-1,Superintendente da PF em Alagoas é exonerado após denúncia de ingerência na instituição
-1,"Varíola do macaco, registrada na Europa, África e EUA, preocupa especialistas"
-1,"Com 256 equipes, Festival Internacional de Pesca Esportiva de Corumbá começa nesta sexta-feira"
-1,Empresário do Acre Maurício Lisboa morre após ter carro atingido por veículo que disputava racha em SC
-1,Presidente da Confederação de Skate aproveita 'boom' olímpico: 'Saímos da bolha'
-1,Seap divulga fotos de detentos que fugiram de presídio durante transferência em Manaus
-1,Novo valor do salário mínimo em 2023 será de R$ 1.310
-1,"Empreendedorismo: 3 pontos, sem idade ou valor inicial, para começar"
-1,Bolsonaro diz que Pacheco age com 'parcialidade' e 'protege' STF
-1,Polícia prende mais 3 suspeitos de aplicar golpe do 'falso sequestro'
-1,"Homem assalta ônibus com arma falsa, passageiros percebem e o agridem; suspeito foi contido e levado para delegacia, em Salvador"
-1,"Vitória russa em Mariupol: 2.000 soldados ucranianos já se renderam, diz Rússia"
-1,Poupatempo faz mutirão para renovação da CNH neste sábado (21)
-1,Homem é preso por posse de pornografia infanto-juvenil no Sul sergipano
-1,"Hackers pró-Rússia derrubam sites do governo da Itália, diz polícia italiana"
-1,Auxílio Brasil: novo grupo recebe a parcela de maio nesta sexta
-1,"Incêndio destrói quarto de apartamento na Jatiúca, em Maceió"
-1,Cervejaria finlandesa lança bebida em comemoração ao pedido de entrada na Otan
-1,Dois funcionários de frigorífico em Uberaba são detidos após furtarem acém e filé mignon
-1,"Quem é Leandro Couto, padre que usava as redes sociais para divulgar santos católicos"
-1,"Falsa oficial do Exército é presa em Canoas por golpes de R$ 200 mil no RS e em SC, diz polícia"
-1,"Colisão entre carretas na BR-262 tem morte, feridos e incêndio"
-1,"Vacina BCG: com fábrica nacional parada, ministério pede que Estados racionem imunizante"
-1,Prazo de inscrições para o Enem 2022 termina amanhã
-1,Espetáculo 'Cafuné' aborda cultura popular brasileira e mistura artes visuais e danças em Piracicaba
-1,Portaria estabelece critérios para ensaios de danças e realização de festas juninas em Santarém
-1,Homem armado com faca ataca pessoas na Noruega
-1,Harrison Ford vai estrelar série derivada de ‘Yellowstone’
-1,Como a inovação da construção salvou 400 mil árvores
-1,Série B: Grêmio fica no 0 a 0 com Criciúma em Porto Alegre
-1,Pesquisa revela que alta da inflação fez profissionais perderam o poder de compra
-1,China critica proibição da Huawei e ZTE nas redes 5G do Canadá
-1,Startups podem obter crédito para acessar soluções tecnológicas
-1,"Foto de satélite indica que China construiu modelo de avião do Japão para treinar ataque, diz site"
-1,Nubank anuncia que entrará para o universo das criptomoedas
-1,"“Mais caos está chegando para as criptomoedas”, diz CEO da blockchain.com"
-1,Homem que jogou carro contra a ex-mulher tem prisão convertida em preventiva
-1,Congresso debate estratégias de transição para economia verde no país
-1,Blue Origin: brasileiro passa por teste impressionante antes de ir ao espaço
-1,Imposto de Renda: cuidado com o golpe da restituição
-1,Criminosos assaltam passageiros de ônibus e agridem mulher com chutes na Serra
-1,"Fora da agenda, Arthur Lira e André Mendonça se reúnem no STF"
-1,INSS: veja o que é preciso para ter direito ao auxílio-acidente
-1,"67% apoiam privatização da Petrobras, se preço do combustível cair, diz pesquisa"
-1,BPC/Loas e Auxílio Brasil garantem o empréstimo consignado em 2022
-1,"Ibovespa sobe 0,71% com ações de siderúrgicas e mineradoras"
-1,Empresa de energia solar recebe investimento de R$500 milhões
-1,Baixe o Auxílio Brasil correto para pagamentos
-1,Câmara aprova MP que abre crédito destinado à população quilombola
-1,A contabilidade online veio para ficar? Saiba tudo no Fecha a Conta!
-1,Grávida de maconha? Falsa gestante é presa no Paraná com sementes da droga na barriga
-1,"Abandono escolar dobra na rede pública de ensino, aponta Inep"
-1,Estado executa melhorias e garante acesso de alunos à escola em Cruzeiro do Sul
-1,Curso gratuito e online para aperfeiçoamento em cibersegurança
-1,PF apreende celulares para investigar indícios de funcionários fantasmas em gabinete na Alap
-1,"Alvo da Lava Jato, André Esteves é elogiado por Fabio Faria em encontro com Elon Musk"
-1,"ONU indica queda na previsão de crescimento para o PIB mundial em 3,1%"
-1,Médicos alertam para os perigos de se exercitar no frio
-1,Onda de frio começa a perder força no fim de semana
-1,"Ao lado de Musk, Bolsonaro reclama de ""mentiras"" sobre Amazônia"
-1,Elon Musk chega ao Brasil para se encontrar com o presidente Jair Bolsonaro
-1,Onda de frio prejudica produtores e colheita de hortaliças
-1,FGTS: veja as situações em que o seu saldo será bloqueado
-1,Rio de Janeiro arrecadou mais de R$ 2 bilhões para energia solar
-1,Bolsonaro vai se encontrar com Elon Musk em SP nesta sexta-feira
-1,Veja como é feito o divórcio no cartório
-1,"'Estatais de energia não fazem mais sentido no Brasil', diz ex-diretor da Aneel"
-1,Polícia descobre estufas com mais de 160 pés de maconha em Marília; quatro foram presos
-1,"Governo de Minas lança licitação para construção de três pontes na MG-202,  entre Pintópolis e Urucuia"
-1,Consulado oferece bolsas de estudos no Japão a estudantes de Belém: saiba como se inscrever
-1,Ucrânia: Rússia afirma que conquista de Lugansk está próxima
-1,Governo autoriza corte de ponto de professores em greve no Piauí e contratação emergencial
-1,Comissária da ONU para os Direitos Humanos visitará a China a partir de segunda
-1,"O que é 'exercício excêntrico', uma das formas mais rápidas de ganhar força"
-1,Seguro-Desemprego: Quando o profissional demitido pode dar entrada nas parcelas?
-1,Elon Musk e Jair Bolsonaro: conheça o hotel de luxo que vai receber o encontro
-1,"A uma semana de completar 50 anos, Ivete Sangalo ganha festa surpresa em Salvador"
-1,"Dólar opera em queda de 1,03%, a R$ 4,866, e Bolsa sobe 0,97%"
-1,"Padre Leandro Couto, da Canção Nova, é enterrado em Borda da Mata, MG"
-1,Presidente do COI diz que nem todos os russos devem ser punidos no esporte
-1,Ministério da Saúde abre consulta sobre diagnóstico do câncer de pele
-1,Elon Musk e Bolsonaro conversarão sobre conectividade e Amazônia
-1,"Trecho ""empaca viagem"" na BR-376 vai receber R$ 33 milhões pra novo viaduto. Agora vai??"
-1,Bolsonaro recebe representantes do movimento Escolas Abertas
-1,Fila de perícias médicas do INSS ultrapassou mais de 1 milhão de agendamentos
-1,Instituto abre inscrições para aulas gratuitas de música e canto para crianças em MT
-1,Comissão de Defesa da Mulher aprova tornozeleira eletrônica em acusado de violência doméstica
-1,"Com unidades de saúde lotadas de pacientes com dengue, secretário diz que Natal está perto de colapso: 'Não podemos adoecer'"
-1,VÍDEO: Homem tem carro roubado durante assalto em Caruaru
-1,Jovem de 25 anos é assassinado a golpes de faca no Jardim Maravilha em Petrolina
-1,"Organizadores de festa são presos com drogas sintéticas e plantação de maconha em estufa em Pedro II, no Piauí"
-1,Nove pessoas são presas em operação da Polícia Civil e Guarda de Americana
-1,"Incêndio destrói barraco, e casal perde tudo em comunidade da zona Norte de Ribeirão Preto; VÍDEO"
-1,Marisa Monte abre parceria com Rachell Luz em single inédito que completa o álbum 'Portas'
-1,Iagro tira dúvidas sobre vacina contra aftosa em ação no Sindicato Rural
-1,"Flan parisiense é uma torta francesa de creme, com textura suave e superfície queimadinha; aprenda"
-1,Mulher é encontrada morta com corpo queimado dentro de carro estacionado em MT
-1,"Musk é acusado de assédio sexual por comissária, diz revista; ele nega"
-1,Estabelecimento comercial é roubado e jovem é detido em Nova Serrana; PM diz que ele confessou o crime
-1,Tribunal de Justiça determina prisão de acusado de espancar cachorro até a morte em Rio Grande
-1,Aurora
-1,Visita de Elon Musk ao Brasil hoje atrai atenção de investidores
-1,Semáforos de cruzamento no Pari apresentam problemas há dois meses
-1,Figura da 'feminista estraga-prazeres' guia livro de Sarah Ahmed que chega ao Brasil
-1,"Mentira: vídeo mostra presidiários, não ministros do Sri Lanka, sendo humilhados em protesto"
-1,"Guedes viaja no domingo para participar do Fórum Econômico Mundial, em Davos"
-1,Dólar recua e tem 2ª queda semanal seguida
-1,Apac de São João del Rei inaugura Centro Médico para atender detentos
-1,Privatização da Eletrobras: veja perguntas e respostas
-1,Petrolina registra dois novos casos de Covid-19; taxa de ocupação de leitos de UTI permanece em 25%
-1,"Polícia Federal prende, no Rio, acusado de fraudes previdenciárias"
-1,Varíola dos macacos: por que surto na Europa e nos EUA não preocupa tanto até agora
-1,"Para um pária internacional, encontro com Elon Musk é um troféu de campanha"
-1,G7 se reúne para salvar economia da Ucrânia e Senado nos EUA aprova pacote bilionário
-1,Ucrânia: Rússia afirma que conquista de Luhansk está próxima
-1,Ações da China fecham em alta com corte de taxa de empréstimo para reanimar o setor habitacional
-1,Covid-19: publicada lei que autoriza doar vacinas a outros países
-1,Brasileiro que mora no exterior precisa declarar Imposto de Renda para Receita Federal?
-1,Estudo da USP abre novas perspectivas para o tratamento do tipo mais letal de câncer de pele
-1,O lixo que revela o passado em bases nucleares soviéticas
-1,Vice-chefe do Batalhão Azov diz que operação militar continua na siderúrgica de Azovstal
-1,"Bolsonaro diz que Moraes, do STF, se comporta como líder de partido de esquerda"
-1,Mercedes de 1955 é leiloado por valor recorde para um carro
-1,"Covid na Coreia do Norte: sem remédios e vacinas, governo recomenda chá e água salgada"
-1,Seguradora Zurich Insurance se retira de Rússia
-1,Seis novas linhas do transporte público de Cianorte começam a funcionar no domingo (22)
-1,Imposto de Renda 2022: saiba como fazer a declaração retificadora
-1,"Mãe e filha, pianistas tradicionais do ES se apresentam em Vitória"
-1,Oklahoma aprova nova lei para proibir o aborto
-1,Suspeito de tentar matar companheira com tiros e golpes de facão é preso em Malhador
-1,Dono de bar atira e fere namorada de 15 anos; ele está foragido
-1,Biden chega à Coreia do Sul em meio à preocupação com possível teste nuclear da Coreia do Norte
-1,Aposentados já podem consultar valor da segunda parcela do 13º salário do INSS
-1,"Agronegócio tem superávit de US$ 43,7 bilhões no acumulado de 2022, diz Ipea"
-1,EUA aprovam ajuda de US$ 40 bilhões à Ucrânia
-1,Policiais acusados de envolvimento com milícia são alvo de ação no Rio
-1,Moradores do DF registram imagens de geada nesta quinta-feira
-1,Aécio reage e diz que ainda defende candidato próprio do PSDB
-1,Dólar cai com corte de juro chinês e apetite por risco; Treasuries e DXY limitam
-1,Guerra na Ucrânia: Qual a realidade por trás das armas a laser declaradas pela Rússia
-1,PSDB escolhe Tebet e coloca questão moral para a senadora: ser ou não ser?
-1,PF cumpre mandado de busca em SP após alerta da polícia da Espanha sobre pornografia infantil
-1,"Vice-prefeito de Itumbiara, Daniel Borges é pré-candidato a deputado estadual"
-1,"Com massa polar, região de Piracicaba tem noite ainda mais gelada e registra temperatura mínima de até 0,4ºC"
-1,Multinacional francesa Vallourec faz cortes na Europa e transfere produção para Brasil
-1,Pesquisa Ipespe: Só 38% dos brasileiros são a favor de privatizar Petrobras
-1,Corregedoria da Câmara de SP abre processo por racismo contra vereador
-1,"Cracolândia: Operação tem sucesso; estratégia foi tirar 'escudo' de traficantes, diz prefeito de SP"
-1,Mais da metade dos piauienses não tomou a dose de reforço contra Covid-19
-1,"'Estado é laico, mas quero evangélicos do meu lado', diz Freixo"
-1,Jovem é indiciado por latrocínio contra idoso no Bairro Nossa Senhora de Lourdes em Juiz de Fora
-1,Polícia Civil divulga locais de provas de concursos públicos para os cargos de escrivão e investigador em Presidente Prudente
-1,Bastille e Corinne Bailey Rae anunciam shows no Brasil em setembro
-1,Aplicativo que paga para andar pode ser fraude; entenda
-1,Tatuagens ajudam família a identificar mulher achada carbonizada no DF
-1,"Bolsonaro e Musk: Presidente vai capitalizar imagem com homem mais rico do mundo, diz Sakamoto"
-1,"Não há ambiente para golpe no Brasil, diz Pacheco"
-1,"Gerdau tem valorização de 2,99% após resultados positivos; vale investir?"
-1,"Agenda de sustentabilidade envolve todas as áreas, afirmam ministros"
-1,"Divulgado o resultado do concurso para o Censo 2022, do IBGE"
-1,Mulher vira 'onça' ao descobrir traição e faz live na frente de motel em Belém para flagrar marido
-1,Moraes determina bloqueio de imóveis e veículos de Daniel Silveira
-1,Elon Musk no Brasil: veja como é por dentro jatinho como o do bilionário
-1,STF confirma multa para motorista que recusa bafômetro
-1,Vacina Covid-19 em Divinópolis: Semusa diz faltar doses da Pfizer para maiores de 12 anos nas UBSs
-1,TSE faz audiência sobre prestação de contas de Fundos Partidários
-1,"Ladeira Geraldo Melo, em Maceió, fica interditada até as 5h para obra"
-1,Corpo de juíza encontrada morta em Belém é sepultado na Paraíba
-1,PRF apreende mais de 26 m³ de madeira ilegal em Loreto/MA
-1,Importação de painéis solares aumentou 200% em 2022
-1,"Após elevação de casos de Covid, Prefeitura de São Bernardo do Campo volta a recomendar uso de máscaras"
-1,Alexandre de Moraes multa Daniel Silveira em mais R$ 105 mil
-1,"Marcelo Freixo, pré-candidato do PSB ao governo do RJ, na sabatina UOL/Folha | 20/05/2022"
-1,Seu pet pode salvar outros: Clínica Veterinária realiza triagem para doação de sangue de cães e gatos
-1,Praia do litoral de SP terá iluminação pública apagada diariamente a partir da 1h da manhã
-1,Denarc apreende cerca de 14 quilos de maconha em Viamão
-1,Criminosos invadem igreja em Manaus e furtam objetos; veja vídeo
-1,Campo Real encerra inscrição do Vestibular de Medicina 2022
-1,Inscrições para cursos de capacitação do Ifam com bolsas no valor de R$ 400   encerram nesta sexta-feira (20)
-1,Caminhão desgovernado causa 'engavetamento' com carros estacionados em Campinas; vídeo
-1,Vídeo mostra quatro postes prestes a cair em rua de Valinhos e moradores denunciam impasse na solução
-1,Áreas do Park Way e da Vargem Bonita sem água na terça (24)
-1,QUIZ: Onde fico na Feira de Caruaru?
-1,Bia Ferreira é vice-campeã mundial após derrota para norte-americana
-1,Câmara de Porto Alegre aprova projeto que busca fomentar empreendedorismo negro
-1,Denúncias de assédio sexual contra o diretor aumentam no interior de MS
-1,Polícia do Reino Unido conclui investigação sobre festas de Boris Johnson na pandemia
-1,Banco do Brasil paga curso de inglês de R$ 8 mil para presidente já fluente
-1,Covid-19: Fiocruz alerta para estagnação na cobertura vacinal
-1,"Ministério da Economia mantém previsão do PIB em 1,5%"
-1,‘Declaração de Direitos da Mulher’: republicanos apresentam defesa de mulheres biológicas
-1,Ações da fabricante de motores Weg estão caindo; por que e o que fazer?
-1,Câmara aprova MP que autoriza Brasil a retaliar países que descumprirem acordos da OMC
-1,Brics: Brasil defende resolução pacífica para guerra na Ucrânia
-1,STF forma maioria contra lei que proíbe prisão disciplinar de policiais
-1,Pai é preso em Fortaleza suspeito de ter estuprado a filha dos 7 ao 9 anos no Distrito Federal
-1,Benefícios para quem se torna MEI (Microempreendedor individual): Confira
-1,"Mesa Diretora da Câmara de Porto Alegre aprova reajuste salarial de 14,79% para vereadores"
-1,Eleição no RJ: Pré-candidato do PSTU promete moratória da dívida pública
-1,"Rio das Ostras, RJ, lança campanha de doações de roupas de cama e agasalhos"
-1,RS informa mais nove mortes por Covid e média móvel de casos volta a cair
-1,Moradores de rua do DF tem abrigo provisório para noites de frio
-1,"Ministério da Economia divulga boletim para dizer que ""crescimento em V"" está se confirmando"
-1,Festa do Divino de Mogi terá retorno de algumas atividades suspensas pela pandemia; veja programação
-1,Moradoras de Santa Isabel denunciam abandono de cachorros
-1,"OAB em Iguaba Grande, RJ, recebe doações de agasalhos para pessoas em vulnerabilidade social"
-1,"Para ajudar na alimentação de gêmeos prematuros, mãe conta com doação do banco de leite no AC: ‘Serei pra sempre grata’"
-1,Bolsonaro ignora interesses de Musk e diz que visita não é de negócios
-1,Petz já despencou 25% na Bolsa em 2022; o que explica tombo? Vale comprar?
-1,"EcoRodovias arremata, em leilão, sistema rodoviário que liga o Rio de Janeiro a Governador Valadares"
-1,Campanha de vacinação contra o sarampo tem baixa adesão entre crianças em Rio Preto
-1,Cármen Lúcia envia à PGR pedidos para investigar Bolsonaro por fala que associou peso de apoiador negro à arrobas
-1,"Para ir a regata, Rei Juan Carlos I volta à Espanha dois anos após deixar país por denúncias de fraude e amante"
-1,Homem expõe 19 fotos da ex-namorada na internet e Justiça de SC determina que publicações sejam apagadas
-1,Comandante ucraniano diz em vídeo que continua resistência à Rússia em usina siderúrgica de Mariupol
-1,Soldado russo julgado por crime de guerra diz que não queria matar
-1,"Ucrânia vai lutar até que todas as forças russas sejam expulsas, diz major-general"
-1,Adelmario Coelho cancela show em festa de São João em Salvador por descumprimento de cláusulas
-1,"Dólar cai a R$ 4,917; Bolsa sobe puxada por privatização da Eletrobras"
-1,Bancos de leite do Piauí enfrentam dificuldade para manter estoque
-1,"As causas da infecção urinária, como prevenir e tratar"
-1,A bizarra epidemia que levou franceses a dançar até à morte no século 16
-1,Marcelo Melo vence e vai à final de duplas do ATP de Lyon neste sábado
-1,Concurso para Polícia Militar é anunciado com mil vagas no Ceará
-1,O espião que usava o status secreto para aterrorizar e abusar da namorada
-1,Pedras arremessadas de fora dos Aflitos atingem torcida do Náutico no início do jogo contra o CSA
-1,Leonardo causa confusão em brincadeira de casamento
-1,Fiocruz abre exposição sobre saúde e vida
-1,Oito são presos e mais de 100 pássaros silvestres apreendidos durante Operação 'Angry Bird' em MG e RJ
-1,"Aprenda a montar barraginhas, técnica usada para represar água da chuva nas propriedades"
-1,Portugal quer taxar criptomoedas
-1,Carreta tomba e interdita parte de rodovia no Sul de Roraima
-1,Testemunhas e motorista envolvido no acidente que matou candidata a rainha da Divinaexpo são ouvidos em Divinópolis
-1,Empresário que morreu após ter carro atingido por veículos que faziam racha em SC dirigia automóvel
-1,Visitação dos veículos que vão a leilão pelo Detran-AM tem início segunda (23)
-1,"Para espantar o frio, casal de onças-pintadas é flagrado tomando sol no Pantanal de MS; veja vídeo"
-1,Tiros em escola na Alemanha deixam um ferido
-1,"Paraná tem o gás canalizado para uso industrial mais caro do Brasil, aponta pesquisa"
-1,Confira trailer e data de estreia de ‘La Casa de Papel: Coreia’
-1,Bolsonaro se reúne com o bilionário Elon Musk no interior de SP
-1,"Jovem atacada por andarilho recebe homenagem de policiais, em Toledo"
-1,Curitibanos reclamando do frio viram meme nas redes; veja as piadas!
-1,Vídeo: água de nascente congela no Parque Nacional do Caparaó
-1,Morador do DF registra geada; veja fotos<br /><br />
-1,Piloto de 16 anos tenta dar a volta ao mundo sozinho e entrar para o livro dos recordes
-1,"Cantor de ‘Coração cachorro’, Matheus Fernandes faz show em Campinas; ingressos estão à venda"
-1,Leilão do Bradesco oferta imóveis a partir de R$ 72 mil em até 12 vezes
-1,"Lula sustenta vantagem de 12 pontos à frente de Bolsonaro, aponta pesquisa Ipespe"
-1,Demitir funcionários ineficientes é muito trabalhoso
-1,Israel volta a receber visitantes após dois anos das restrições impostas pela pandemia
-1,Ucrânia ordena que últimos defensores da siderúrgica de Mariupol entreguem as armas
-1,"Após dez dias internado, ex-pugilista baiano Reginaldo 'Holyfield' recebe alta; ele tem diabetes e depressão"
-1,"Adolescente de 15 anos é baleado, morto e tem celular roubado por criminosos em motos na Zona Sul de SP"
-1,Ainda vale a pena investir em empresas de tecnologia?
-1,Empresa lança Barbie com aparelho auditivo e Ken com vitiligo
-1,Pentágono adverte que será difícil desalojar Rússia do Donbass
-1,Pacheco diz que só há democracia 'com absoluto respeito ao Poder Judiciário'
-1,Xô Shitcoins: Dominância do Bitcoin é a maior dos últimos seis meses
-1,"Dólar cai 1,24% ante real e fecha a R$ 4,91 com fraqueza internacional"
-1,"Após troca de farpas, Ciro e Duvivier vão debater amanhã"
-1,"Tem um negócio? Veja como abrir o CNPJ, abrir uma conta MEI e aproveitar as vantagens"
-1,Ativistas pró-aborto nos EUA pressionam Biden a ajudar a causa
-1,Secretaria de Saúde do RJ investiga quatro casos de hepatite aguda grave em crianças
-1,Folha realiza seminário sobre cracolândia e saneamento em SP
-1,Copa do Mundo terá mulheres na arbitragem pela primeira vez
-1,"Após acionar STF contra Moraes, Bolsonaro cumprimenta ministro em evento"
-1,"Pescador resgatado em Jequiá da Praia, AL, nadou cerca de 24 horas para sobreviver: 'Embarcação virou'"
-1,Suspeito de tráfico foge durante busca policial e deixa filho de 1 ano sozinho em casa
-1,MP recomenda que supermercados voltem a fornecer sacolas plásticas em Poços de Caldas
-1,MIS recebe Primeiro Congresso Audiovisual de Campinas
-1,Aposentadoria híbrida através do INSS
-1,Marília terá 13ª Ação Conjunta contra à Dengue
-1,WhatsApp lança recursos premium para atrair empresas
-1,Polícia invade nova cracolândia no centro de SP
-1,"Uni E-commerce Con Ribeirão Preto, alavanque suas vendas"
-1,"PM faz ação para identificar pontos de maior incidência de furtos e roubos em Ariquemes, RO"
-1,"No Brasil, Elon Musk fala sobre tecnologia pra proteger Amazônia e promover educação"
-1,"Operação 'Cactos', das polícias Civil e Militar, busca suspeitos de tráfico de drogas em Serra Talhada"
-1,Pastor Felippe Valadão ataca religiões afro em evento oficial no RJ: ‘Prepara para ver muito centro de umbanda sendo fechado’
-1,Feira de Artesanato Nações & Artes chega com vários países em Maceió
-1,Quem é o morador de rua suspeito de matar dois policiais em Fortaleza?
-1,Cresce a quantidade de empresas abertas; rendimento diminui
-1,Juros caem em linha com Treasuries e projeto de desoneração de ICMS no radar
-1,"Ginásio Tesourinha deixará de acolher pessoas em situação de rua a partir desta sexta, diz prefeitura"
-1,Recuperar a conta no Instagram é possível ao usuário?
-1,Auditores agropecuários podem paralisar atividades por tempo indeterminado
-1,Tattoo Week terá público recorde de 30 mil pessoas
-1,"Dólar cai 1,32% em dia marcado por perdas globais da moeda"
-1,Dados mostram a importância da rotina de feedback em uma startup
-1,"Guedes diz que 'inferno' da inflação passou, mas Economia sobe projeção"
-1,OMS faz reunião de emergência em meio a aumento dos casos de varíola do macaco
-1,Suspeitos de assalto a banco em Colombo são presos com armamento pesado
-1,Homens suspeitos de abusarem sexualmente de crianças são presos em operação
-1,Projeto de mineração da Tamisa na Serra do Curral inclui área que pertence à Vale
-1,"Descolado do exterior, Ibovespa sobe 0,71%, a 107 mil pontos, com siderurgia"
-1,INSS: 14º salário será liberado em 2022? Entenda
-1,Posso pedir desconto na minha conta de luz: entenda
-1,Incêndio próximo a aeroporto de Genebra interrompe tráfego aéreo na Suíça
-1,Sessão da Câmara de Colinas termina com tumulto e arremesso de cadeira; VÍDEO
-1,"Na região, idoso é socorrido após tiro na cabeça"
-1,Auxílio Brasil: beneficiários com NIS final 2 recebem a parcela de maio nesta quinta
-1,Corretora de imóveis desaparece e família busca informações do paradeiro de Eliza. Você pode ajudar?
-1,"Prazo para que PSDB, MDB e Cidadania anunciem candidato único à Presidência vence nesta quarta (18)"
-1,Endividamento das famílias: o que dizem pré-candidatos à Presidência
-1,Câmara pede que valor de multa por terreno sujo seja revisada
-1,"Sinto revolta e culpa por me envolver com um mostro, diz pai de envenenados"
-1,Caminhos da Reportagem exibe hoje Xilogravura: a Maestria da Madeira
-1,Morre prefeito paraguaio que sofreu atentado a tiros
-1,Exército revolucionário do Irã diz que um coronel foi assassinato em Teerã
-1,Cadastro Único: Entenda como usar o Aplicativo para fazer a inscrição
-1,Sargento da PM baleado durante tentativa de assalto em Vila Velha recebe alta
-1,Guerra na Ucrânia é tema central da abertura da reunião anual da OMS
-1,Nova Aposentadoria por tempo de contribuição do INSS: Regras atuais
-1,O trabalho duro dos exorcistas
-1,"Após dois anos, Fórum Econômico Mundial começa em Davos com desafio de reconstrução da Ucrânia e Rússia banida"
-1,Consumidor pode evitar restrições no CPF
-1,Políticos sergipanos e apresentadores da Record TV parabenizam a TV Atalaia pelos 47 anos
-1,Novos benefícios para quem se torna MEI
-1,Herói em Cannes
-1,"Aumenta a venda de livros no Brasil, mas didáticos sofrem o baque da pandemia"
-1,Polícia fecha clínicas de estética em Madureira; uma prometia fim da gordurinha com remédio proibido
-1,Irmãos que sumiram após sair para ir à escola são encontrados desorientados em estrada de terra
-1,"VÍDEO: Chuva congelada é registrada em Palmas, no sul do Paraná"
-1,Primeiro avião com estoque de fórmula infantil pousa nos EUA
-1,Ucrânia estende medida que obriga os homens a permanecer no país e lei marcial até 23 de agosto
-1,Mulher negra diz ter sido vítima de racismo em loja na Bahia
-1,Governo do AP nomeia comissões para concursos da Educação e de oficiais da PM e Bombeiros
-1,Servidores do Tesouro decidem entrar em greve a partir do dia 23 por tempo indeterminado
-1,Veja lista de concursos e seleções com editais publicados de 22 a 29 de maio na Paraíba
-1,Papa acompanha 'com atenção' vida 'complexa' dos católicos na China
-1,Polícia Civil prende homem por agredir esposa grávida e a enteada de 12 anos
-1,Mundo Business: programa fala sobre tecnologias e inovações do ES. Reveja
-1,Governo promove evento em alusão ao Dia Mundial do Funcionário da Educação
-1,Juiz decreta prisão preventiva de servidora de Vara suspeita de receber R$ 2 mil para agilizar processos
-1,Membro dos Guardiães da Revolução é assassinado em Teerã
-1,Cão de guerra abandonado por russos aprende comandos ucranianos e vira membro da equipe
-1,Ucrânia chega a Davos para a primeira reunião dos líderes empresariais
-1,"Cobras cascavéis são capturadas pelo Corpo de Bombeiros ao lado de residência em Guaxupé, MG"
-1,Pesquisa para avaliar as condições da saúde bucal da população passa por 19 cidades do Ceará até junho
-1,Tribunal de Justiça considera ilegal pensão vitalícia concedida à viúva de ex-prefeito de Dormentes
-1,Criança de 2 anos pede 31 cheeseburgers em app de entrega usando celular desbloqueado da mãe
-1,Homem morre após ser baleado no metrô de Nova York
-1,CLT: o que é contrato de experiência e quais os seus benefícios
-1,Abono Salarial pela Caixa pode ser direito de quem?
-1,"Até 2025, 9,6 milhões de brasileiros devem se qualificar para indústria"
-1,Mais de 5 mil denúncias de LGBTFobia online foram realizadas em 2021
-1,FGTS com mudança de modalidade para saque
-1,"Lagoa do Portinho, no litoral do Piauí, sangra após aumento no volume de água; veja vídeo"
-1,7 alimentos que você não precisa tirar da sua vida
